detections,attack,application,category,threatType,severity,risk,region
4,Windows Command Reverse Shell Access,custom-tcp,code-execution,exploit,critical,threat,americas
3,Windows Command Reverse Shell Access,custom-tcp,code-execution,exploit,critical,threat,asiapacific
1,Windows Command Reverse Shell Access,0,code-execution,exploit,critical,threat,asiapacific
1,Windows Command Shell Access,custom-tcp,code-execution,exploit,critical,threat,americas
3,Windows Command Shell Access,custom-tcp,code-execution,exploit,critical,threat,asiapacific
2,Windows EMF GpFont.SetData Off-by-two Buffer Overflow Vulnerability,http-proxy,code-execution,exploit,critical,threat,asiapacific
4,Windows EMF GpFont.SetData Off-by-two Buffer Overflow Vulnerability,sharepoint-base,code-execution,exploit,critical,threat,americas
86,Windows EMF GpFont.SetData Off-by-two Buffer Overflow Vulnerability,smtp,code-execution,exploit,critical,threat,americas
60,Windows EMF GpFont.SetData Off-by-two Buffer Overflow Vulnerability,smtp,code-execution,exploit,critical,threat,asiapacific
129,Windows EMF GpFont.SetData Off-by-two Buffer Overflow Vulnerability,smtp,code-execution,exploit,critical,threat,europe
1,Windows EMF GpFont.SetData Off-by-two Buffer Overflow Vulnerability,smtp,code-execution,exploit,critical,threat,japan
12,Windows EMF GpFont.SetData Off-by-two Buffer Overflow Vulnerability,web-browsing,code-execution,exploit,critical,threat,americas
7,Windows EMF GpFont.SetData Off-by-two Buffer Overflow Vulnerability,web-browsing,code-execution,exploit,critical,threat,asiapacific
2,Windows EMF GpFont.SetData Off-by-two Buffer Overflow Vulnerability,web-browsing,code-execution,exploit,critical,threat,europe
1,Windows EMF GpFont.SetData Off-by-two Buffer Overflow Vulnerability,0,code-execution,exploit,critical,threat,europe
2,Windows Explorer ICO File Format Divide by Zero Vulnerability,web-browsing,code-execution,exploit,high,threat,asiapacific
1,Windows Internet Explorer XML SRC Parsing Memory Corruption Vulnerability,web-browsing,code-execution,exploit,critical,threat,asiapacific
1,Windows Mail UNC Navigation Request Code Execution Vulnerability,pop3,code-execution,exploit,high,threat,asiapacific
136,Windows Mail UNC Navigation Request Code Execution Vulnerability,smtp,code-execution,exploit,high,threat,japan
3,Windows Media Header Parsing Invalid Free Remote Code Execution Vulnerability,imap,code-execution,exploit,critical,threat,asiapacific
3,Windows Media Header Parsing Invalid Free Remote Code Execution Vulnerability,pop3,code-execution,exploit,critical,threat,asiapacific
3,Windows Media Header Parsing Invalid Free Remote Code Execution Vulnerability,smtp,code-execution,exploit,critical,threat,asiapacific
1,Windows Media Player ASF File Parsing Vulnerability,pop3,code-execution,exploit,high,threat,europe
1,Windows Media Player ASF Parsing Buffer Overflow Vulnerability,imap,overflow,exploit,critical,threat,asiapacific
1,Windows Media Player ASF Parsing Buffer Overflow Vulnerability,pop3,overflow,exploit,critical,threat,asiapacific
1,Windows Media Player ASF Parsing Buffer Overflow Vulnerability,smtp,overflow,exploit,critical,threat,asiapacific
1,Windows Media Player ASX PlayList File Heap Overflow Vulnerability,imap,overflow,exploit,high,threat,asiapacific
1,Windows Media Player ASX PlayList File Heap Overflow Vulnerability,pop3,overflow,exploit,high,threat,asiapacific
1,Windows Media Player ASX PlayList File Heap Overflow Vulnerability,smtp,overflow,exploit,high,threat,asiapacific
1,Windows Media Player ASX PlayList File Heap Overflow Vulnerability,web-browsing,overflow,exploit,high,threat,asiapacific
1,Windows Media Player Bitmap File Parsing Heap Overflow,4shared,code-execution,exploit,high,threat,europe
3,Windows Media Player Bitmap File Parsing Heap Overflow,facebook-base,code-execution,exploit,high,threat,asiapacific
2,Windows Media Player Bitmap File Parsing Heap Overflow,ftp,code-execution,exploit,high,threat,americas
4,Windows Media Player Bitmap File Parsing Heap Overflow,google-play,code-execution,exploit,high,threat,asiapacific
8,Windows Media Player Bitmap File Parsing Heap Overflow,http-proxy,code-execution,exploit,high,threat,americas
2,Windows Media Player Bitmap File Parsing Heap Overflow,http-proxy,code-execution,exploit,high,threat,asiapacific
1,Windows Media Player Bitmap File Parsing Heap Overflow,imap,code-execution,exploit,high,threat,asiapacific
47,Windows Media Player Bitmap File Parsing Heap Overflow,itunes-base,code-execution,exploit,high,threat,americas
87,Windows Media Player Bitmap File Parsing Heap Overflow,itunes-base,code-execution,exploit,high,threat,asiapacific
55,Windows Media Player Bitmap File Parsing Heap Overflow,itunes-base,code-execution,exploit,high,threat,europe
4,Windows Media Player Bitmap File Parsing Heap Overflow,itunes-base,code-execution,exploit,high,threat,japan
1,Windows Media Player Bitmap File Parsing Heap Overflow,pop3,code-execution,exploit,high,threat,asiapacific
2,Windows Media Player Bitmap File Parsing Heap Overflow,sendspace,code-execution,exploit,high,threat,asiapacific
1,Windows Media Player Bitmap File Parsing Heap Overflow,smtp,code-execution,exploit,high,threat,asiapacific
1,Windows Media Player Bitmap File Parsing Heap Overflow,uploading,code-execution,exploit,high,threat,americas
2,Windows Media Player Bitmap File Parsing Heap Overflow,web-browsing,code-execution,exploit,high,threat,americas
33,Windows Media Player Bitmap File Parsing Heap Overflow,web-browsing,code-execution,exploit,high,threat,asiapacific
3,Windows Media Player Bitmap File Parsing Heap Overflow,web-browsing,code-execution,exploit,high,threat,europe
9,Windows Media Player Bitmap File Parsing Heap Overflow,web-browsing,code-execution,exploit,high,threat,japan
43,Windows Media Player Bitmap File Parsing Heap Overflow,0,code-execution,exploit,high,threat,americas
12,Windows Media Player Bitmap File Parsing Heap Overflow,0,code-execution,exploit,high,threat,asiapacific
1,Windows Media Player Code Execution Vulnerability Decompressing Skins,web-browsing,code-execution,exploit,medium,threat,americas
2,Windows Media Player Code Execution Vulnerability Decompressing Skins,web-browsing,code-execution,exploit,medium,threat,europe
3,Windows Media Player PNG Parsing Stack Overflow Vulnerability,web-browsing,code-execution,exploit,high,threat,americas
2,Windows Media Player PNG Parsing Stack Overflow Vulnerability,web-browsing,code-execution,exploit,high,threat,japan
44,Windows Messenger Service Buffer Overrun Vulnerability,msrpc,code-execution,exploit,critical,threat,asiapacific
2,Windows RSH Daemon Remote Buffer Overflow Vulnerability,rsh,overflow,exploit,high,threat,americas
76,Windows RSH Daemon Remote Buffer Overflow Vulnerability,rsh,overflow,exploit,high,threat,asiapacific
2,Windows SMB Remote Heap Overwrite Vulnerability,ms-ds-smb,code-execution,exploit,critical,threat,americas
39,Windows SMB Remote Heap Overwrite Vulnerability,ms-ds-smb,code-execution,exploit,critical,threat,asiapacific
5,Windows SMB Remote Heap Overwrite Vulnerability,ms-ds-smb,code-execution,exploit,critical,threat,asiapacific
5,Windows SMB Remote Heap Overwrite Vulnerability,ms-ds-smb,code-execution,exploit,critical,threat,europe
21,Windows SMB Remote Heap Overwrite Vulnerability,ms-ds-smb,code-execution,exploit,critical,threat,japan
18,Windows TCP/IP Remote Code Execution Vulnerability,ipv6-icmp,overflow,exploit,critical,threat,asiapacific
18,Windows TCP/IP Remote Code Execution Vulnerability,ipv6-icmp,overflow,exploit,critical,threat,asiapacific
1,Windows Vista Contacts Gadget Remote Code Execution Vulnerability,imap,code-execution,exploit,high,threat,asiapacific
1,Windows Vista Contacts Gadget Remote Code Execution Vulnerability,pop3,code-execution,exploit,high,threat,asiapacific
1,Windows Vista Contacts Gadget Remote Code Execution Vulnerability,smtp,code-execution,exploit,high,threat,asiapacific
1,Windows Vista Contacts Gadget Remote Code Execution Vulnerability,web-browsing,code-execution,exploit,high,threat,asiapacific
2,Windows Vista RSS Feeds Gadget Cross Site Scripting Vulnerability,web-browsing,code-execution,exploit,medium,threat,asiapacific
1,WinZip ActiveX Control Unsafe Method Parsing Buffer Overflow Vulnerability,web-browsing,code-execution,exploit,high,threat,asiapacific
33,WireShark LWRES Dissector Buffer Overflow Vulnerability,custom-udp,overflow,exploit,medium,threat,asiapacific
32,Wireshark SigComp UDVM Buffer Overflow Vulnerability,custom-udp,overflow,exploit,high,threat,asiapacific
226,WMNews index.php base_datapath Parameter PHP File Include Vulnerability,web-browsing,code-execution,exploit,high,threat,americas
44,WMNews index.php base_datapath Parameter PHP File Include Vulnerability,web-browsing,code-execution,exploit,high,threat,asiapacific
412,WMNews index.php base_datapath Parameter PHP File Include Vulnerability,web-browsing,code-execution,exploit,high,threat,europe
70,WMNews index.php base_datapath Parameter PHP File Include Vulnerability,webdav,code-execution,exploit,high,threat,europe
3,Word Viewer OCX ActiveX Control Buffer Overflow Vulnerability,web-browsing,overflow,exploit,high,threat,asiapacific
1,Wordcircle index.php password Parameter SQL Injection,web-browsing,sql-injection,exploit,high,threat,asiapacific
2,Wordpress Command Execution Backdoor Vulnerability,http-video,code-execution,exploit,high,threat,europe
101,Wordpress Command Execution Backdoor Vulnerability,web-browsing,code-execution,exploit,high,threat,americas
135,Wordpress Command Execution Backdoor Vulnerability,web-browsing,code-execution,exploit,high,threat,asiapacific
2874,Wordpress Command Execution Backdoor Vulnerability,web-browsing,code-execution,exploit,high,threat,europe
2,Wordpress Command Execution Backdoor Vulnerability,web-crawler,code-execution,exploit,high,threat,asiapacific
890,WordPress Cookie Data PHP Code Injection Vulnerability,web-browsing,code-execution,exploit,high,threat,americas
621,WordPress Cookie Data PHP Code Injection Vulnerability,web-browsing,code-execution,exploit,high,threat,asiapacific
37552,WordPress Cookie Data PHP Code Injection Vulnerability,web-browsing,code-execution,exploit,high,threat,europe
9226,Worm.Brontok.C,web-browsing,adware,malware,high,threat,americas
901,Worm.Brontok.C,web-browsing,adware,malware,high,threat,asiapacific
437,Worm.Brontok.C,web-browsing,adware,malware,high,threat,europe
255,Worm.Brontok.C,0,adware,malware,high,threat,americas
48,Worm.Win32.Bagle.gen.C,web-browsing,adware,malware,medium,threat,americas
6,Worm.Win32.Bagle.gen.C,web-browsing,adware,malware,medium,threat,europe
2,WoW Roster hsList.php subdir Parameter PHP File Include Vulnerability,web-browsing,code-execution,exploit,high,threat,asiapacific
3,Wu-Ftpd File Globbing Heap Corruption Vulnerability,ftp,code-execution,exploit,high,threat,americas
43,Wu-Ftpd File Globbing Heap Corruption Vulnerability,ftp,code-execution,exploit,high,threat,asiapacific
25,Xitami Web Server IfModified-Since Buffer Overflow,google-earth,overflow,exploit,high,threat,europe
8,Xitami Web Server IfModified-Since Buffer Overflow,web-browsing,overflow,exploit,high,threat,americas
1418,Xitami Web Server IfModified-Since Buffer Overflow,web-browsing,overflow,exploit,high,threat,europe
57,Xitami Web Server IfModified-Since Buffer Overflow,web-browsing,overflow,exploit,high,threat,japan
28,XOOPS mydirname Remote Code Execution Vulnerability,web-browsing,code-execution,exploit,medium,threat,americas
110,Yakes.Gen Command And Control Traffic,web-browsing,backdoor,malware,critical,threat,americas
31,Yakes.Gen Command And Control Traffic,web-browsing,backdoor,malware,critical,threat,americas
13,Yakes.Gen Command And Control Traffic,web-browsing,backdoor,malware,critical,threat,asiapacific
4,Yakes.Gen Command And Control Traffic,web-browsing,backdoor,malware,critical,threat,asiapacific
45,Yakes.Gen Command And Control Traffic,web-browsing,backdoor,malware,critical,threat,europe
39,Yakes.Gen Command And Control Traffic,web-browsing,backdoor,malware,critical,threat,europe
2,Yakes.Gen Command And Control Traffic,web-browsing,backdoor,malware,critical,threat,japan
1,Yakes.Gen Command And Control Traffic,web-browsing,backdoor,malware,critical,threat,japan
4,Yakes.Gen Command And Control Traffic,0,backdoor,malware,critical,threat,americas
1,Yakes.Gen Command And Control Traffic,0,backdoor,malware,critical,threat,asiapacific
6,YXNetScreen_2_0,web-browsing,adware,malware,high,threat,japan
29,Zabbix 1.6.2 Remote Code Execution Vulnerability,web-browsing,code-execution,exploit,medium,threat,americas
1,Zen Cart record_company Remote Code Execution Vulnerability,web-browsing,code-execution,exploit,medium,threat,americas
14,ZeroAccess.Gen Command and Control Traffic,bittorrent,botnet,malware,critical,threat,americas
436,ZeroAccess.Gen Command and Control Traffic,bittorrent,botnet,malware,critical,threat,europe
359,ZeroAccess.Gen Command and Control Traffic,emule,botnet,malware,critical,threat,asiapacific
1,ZeroAccess.Gen Command and Control Traffic,funshion,botnet,malware,critical,threat,asiapacific
10,ZeroAccess.Gen Command and Control Traffic,gtp,botnet,malware,critical,threat,europe
18,ZeroAccess.Gen Command and Control Traffic,http-proxy,botnet,malware,critical,threat,americas
2,ZeroAccess.Gen Command and Control Traffic,http-proxy,botnet,malware,critical,threat,asiapacific
17,ZeroAccess.Gen Command and Control Traffic,http-proxy,botnet,malware,critical,threat,europe
14,ZeroAccess.Gen Command and Control Traffic,http-proxy,botnet,malware,critical,threat,europe
11,ZeroAccess.Gen Command and Control Traffic,http-proxy,botnet,malware,critical,threat,japan
1,ZeroAccess.Gen Command and Control Traffic,skype-probe,botnet,malware,critical,threat,asiapacific
175353,ZeroAccess.Gen Command and Control Traffic,custom-tcp,botnet,malware,critical,threat,americas
1021638,ZeroAccess.Gen Command and Control Traffic,custom-tcp,botnet,malware,critical,threat,asiapacific
111025,ZeroAccess.Gen Command and Control Traffic,custom-tcp,botnet,malware,critical,threat,europe
59650068,ZeroAccess.Gen Command and Control Traffic,custom-udp,botnet,malware,critical,threat,americas
9468626,ZeroAccess.Gen Command and Control Traffic,custom-udp,botnet,malware,critical,threat,asiapacific
22062166,ZeroAccess.Gen Command and Control Traffic,custom-udp,botnet,malware,critical,threat,europe
854047,ZeroAccess.Gen Command and Control Traffic,custom-udp,botnet,malware,critical,threat,japan
842,ZeroAccess.Gen Command and Control Traffic,web-browsing,botnet,malware,critical,threat,americas
366,ZeroAccess.Gen Command and Control Traffic,web-browsing,botnet,malware,critical,threat,americas
122,ZeroAccess.Gen Command and Control Traffic,web-browsing,botnet,malware,critical,threat,americas
105,ZeroAccess.Gen Command and Control Traffic,web-browsing,botnet,malware,critical,threat,americas
1876,ZeroAccess.Gen Command and Control Traffic,web-browsing,botnet,malware,critical,threat,asiapacific
265,ZeroAccess.Gen Command and Control Traffic,web-browsing,botnet,malware,critical,threat,asiapacific
53,ZeroAccess.Gen Command and Control Traffic,web-browsing,botnet,malware,critical,threat,asiapacific
18,ZeroAccess.Gen Command and Control Traffic,web-browsing,botnet,malware,critical,threat,asiapacific
540,ZeroAccess.Gen Command and Control Traffic,web-browsing,botnet,malware,critical,threat,europe
487,ZeroAccess.Gen Command and Control Traffic,web-browsing,botnet,malware,critical,threat,europe
136,ZeroAccess.Gen Command and Control Traffic,web-browsing,botnet,malware,critical,threat,europe
9,ZeroAccess.Gen Command and Control Traffic,web-browsing,botnet,malware,critical,threat,europe
1,ZeroAccess.Gen Command and Control Traffic,web-browsing,botnet,malware,critical,threat,europe
